Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
04/14/2016,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,"PayPal Calks numerous times a day every day, even after stating amount due will be paid in full, before end of month. Never leaves messages either. 
",,"PayPal Holdings, Inc.",NY,115XX,,Consent provided,Web,04/14/2016,Closed with non-monetary relief,Yes,No,1877958
05/03/2016,Payday loan,Payday loan,Charged fees or interest I didn't expect,Charged fees or interest I didn't expect,I borrowed XXXX dollars about XX/XX/XXXX from Cashnet.com. I told them I do not get paid until the XXXX of each month on my social security XXXX .They called me after less than a week to get paid then I filed for an extension when they said the loan was due on XX/XX/XXXX. Then when I paid them today-XX/XX/XXXX they charged me over XXXX. This is price gouging. I sent them a complaint and when I called them today after they were paid they would not speak to me but kept me on hold for along long time so I hung up. Is this legal? My account number is XXXX,Company disputes the facts presented in the complaint,"Enova International, Inc.",TX,786XX,Older American,Consent provided,Web,05/03/2016,Closed with explanation,Yes,No,1908155
01/10/2012,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,Bank of America,WA,98387,Servicemember,,Web,01/13/2012,Closed without relief,Yes,No,12352
04/29/2016,Credit card,,Other,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Synchrony Financial,SC,29483,,Consent not provided,Web,04/29/2016,Closed with non-monetary relief,Yes,No,1902848
06/23/2015,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,"I had XXXX previous mortgage accounts that were closed/transferred, XXXX in XX/XX/XXXX and the other in XX/XX/XXXX. I disputed these accounts with Equifax stating that I was no longer responsible for these accounts because they were closed/transferred. I received the results of their investigation stating that they verified that it was my account. It just shows the total incompetence of the people responsible for completing these investigations. It clearly shows that there has been no activity on these accounts since XX/XX/XXXX for XXXX and XX/XX/XXXX for the other. It should have been removed from my credit report. 
",,Equifax,CA,900XX,,Consent provided,Web,06/24/2015,Closed with explanation,Yes,No,1433214
06/06/2013,Mortgage,Other mortgage,"Application, originator, mortgage broker",,,,Bank of America,SC,29536,,,Referral,06/10/2013,Closed with explanation,Yes,Yes,425963
08/16/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,FL,32794,,,Referral,08/19/2013,Closed with explanation,Yes,Yes,493970
04/12/2014,Debt collection,Federal student loan,False statements or representation,Attempted to collect wrong amount,,,"EOS Holdings, Inc.",WI,53216,Servicemember,,Web,04/11/2014,Closed with explanation,Yes,No,806248
03/05/2014,Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,,,Professional Recovery Services Inc.(Closed),SD,57106,,,Postal mail,03/21/2014,Closed with explanation,Yes,No,743611
07/31/2013,Credit reporting,,Incorrect information on credit report,Public record,,,Experian,AL,35124,,,Web,07/31/2013,Closed with non-monetary relief,Yes,No,476098
03/08/2012,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,AL,36542,,,Referral,03/08/2012,Closed without relief,Yes,No,32550
12/21/2012,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,U.S. Bancorp,CA,94539,,,Web,12/26/2012,Closed with explanation,Yes,No,216571
03/22/2013,Credit card,,Payoff process,,,,Capital One,NJ,07755,,,Postal mail,03/26/2013,Closed with monetary relief,Yes,No,362822
11/12/2015,Credit reporting,,Incorrect information on credit report,Account terms,,,Equifax,VA,22406,,Consent not provided,Web,11/12/2015,Closed with non-monetary relief,Yes,No,1652020
03/28/2016,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,"There is incorrect information on my credit reports that I wish to dispute. My lender agrees and intends to correct the information, but needs to receive the dispute electronically from the XXXX credit reporting agencies. 
I was able to start disputes online through both XXXX and XXXX. However, when I tried to start an online dispute with Experian, I received the message "" We are unable to honor your request for a credit report online. '' Information about how to dispute by mail was provided but no telephone information. Eventually I found a number to call, but there was no way to talk to a live person. I was hung up on several times by the automated phone system as I tried to navigate the system. 
Eventually, I was able to order a copy of my credit report by mail. Now I have to wait up to 10 days to receive a copy by mail, when I already KNOW there is an error and want to start an investigation. I will keep trying to initiate a dispute online until I receive my copy in the mail. This is costing me valuable time, because I need XXXX to send the dispute to my lender, who intends to correct the information. 
If the Experian system is not able to process online requests for credit reports, there should be an option to talk to a live person. 
",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian,DC,200XX,,Consent provided,Web,03/28/2016,Closed with non-monetary relief,Yes,No,1852166
06/14/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Citibank,WA,98022,,,Postal mail,06/17/2013,Closed with explanation,Yes,Yes,432859
01/04/2014,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,Bureau of Accounts Control,NJ,07088,,,Web,01/30/2014,Closed with explanation,No,,654893
08/05/2015,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,"experian, Esperian is not allowing me to access my credit history in written form and on the internet. The internet sit does not function correctly and it is creating a catch twenty two situation of a endless loop around and around the system which will not operate correctly. 
I want my credit history sent to me by snail mail and on the internet on demand ; which I have a legal right to access by law.!!! 
",Company chooses not to provide a public response,Experian,SC,294XX,Older American,Consent provided,Web,08/12/2015,Closed with non-monetary relief,Yes,No,1502836
09/30/2016,Mortgage,Conventional fixed mortgage,Credit decision / Underwriting,,,,"Reliance First Capital, LLC",ME,049XX,,,Web,09/30/2016,Closed with monetary relief,Yes,,2138453
10/10/2016,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,TX,752XX,,,Web,10/10/2016,Closed with explanation,Yes,,2153429
01/21/2014,Bank account or service,Checking account,Using a debit or ATM card,,,,"Jim Bottin Enterprises, Inc",RI,02895,,,Web,01/22/2014,Closed with explanation,Yes,Yes,677184
04/01/2015,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,Company chooses not to provide a public response,Banco Popular de Puerto Rico,FL,33319,,,Referral,04/06/2015,Closed with explanation,Yes,No,1310266
11/02/2016,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Citibank,TX,78613,,,Postal mail,11/03/2016,Closed with explanation,Yes,Yes,2191334
09/26/2016,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Ditech Financial LLC,NC,27536,,,Postal mail,09/28/2016,In progress,Yes,,2130815
02/27/2016,Consumer Loan,Vehicle loan,Problems when you are unable to pay,,,Company believes it acted appropriately as authorized by contract or law,"Byrider Franchising, LLC",CA,92068,,Consent not provided,Web,03/02/2016,Closed with explanation,Yes,Yes,1807432
04/07/2015,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,"I have been disputing the provided information to me regarding the amount of this account since it has been presented to me by the company. Most recently, I was contacted to be included in the FTC lawsuit against XXXX for it 's cramming discovery. I have since registered and have been validated as a customer with unauthorized charges added to my bill. 
",Company believes it acted appropriately as authorized by contract or law,ERC,CA,900XX,,Consent provided,Web,04/07/2015,Closed with non-monetary relief,Yes,No,1318748
06/19/2012,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",,,,Fifth Third Financial Corporation,KY,40206,,,Web,06/25/2012,Closed with explanation,Yes,No,104703
01/18/2012,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,OH,44641,,,Web,03/23/2012,Closed without relief,Yes,No,14584
08/21/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,IA,52245,,Consent not provided,Web,08/21/2015,Closed with explanation,Yes,No,1530923
10/19/2016,Bank account or service,Checking account,"Account opening, closing, or management",,,,KeyCorp,WA,98122,,,Referral,10/21/2016,Closed with explanation,Yes,,2168589
05/05/2016,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,"My home lone is With Umpqua bank Loan # XXXX, and they ordered Home insurance even though I verified my coverage of insurace with XXXX with Umpqua at least two times ( faxing them my insurance cover sheets. ) Yet they still ordered insurance on XXXX/XXXX/2016 in the amount of {$3300.00} and raised my payment amoung to pay the insurace, so I was paying XXXX insurance companies then I even called and spoke with an supervior with Umpqua on XXXX/XXXX/2016 and we did a XXXXway call, with My XXXX insurance representative, to verify insurance. and the representative from Umpqua said oh good fax/scann the insuracanve verification to us. which XXXX did while on line with my bank ... Yet still they added banks insurance to my loan account. 
This has cost me a financial burden. So Im refinancing my loan, and they are stating I own them the {$3300.00} more on thier payoff for the XXXX insurance. Which means I have to bring the added amount to escrow to close my re-fi loan. I have made numerous calls to have them make a correction, but yet they have not done so. 
This is not right and has hurt me, causing my loan payment to be XXXX/month more. 

Sincerely XXXX XXXX XXXX",,Umpqua Holdings Corporation,WA,983XX,Older American,Consent provided,Web,05/05/2016,Closed with explanation,No,No,1910962
